epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7627.66,1.3925,1.53355,0.91126,0.69804,0.64663,0.66695,0.33549,1.21467,1.56318,0.79429,0.000666524,0.000666524,0.000666524
2,27515.5,1.39565,1.32047,0.9175,0.71389,0.61685,0.6776,0.34641,1.22916,1.36984,0.80559,0.0012012,0.0012012,0.0012012
